IdInstitucional;NOMBRE;DOMIC;Tur 4 a 7;TELEF;LOCALIDAD;CP;SECTOR;PROVINCIA;DISTRITO;UBICACION;e-mail EGB;Observaciones
2707;MODELO MIGUEL CANE;JUJUY 3291;T;4651-4761;SAN JUSTO;1754;PRIVADO;BUENOS AIRES;LA MATANZA;GBA OESTE;;
2708;MODELO RICARDO GUTIERREZ;BRASIL 3237;MT;4441-2503;SAN JUSTO;1754;PRIVADO;BUENOS AIRES;LA MATANZA;GBA OESTE;inst_mod_ricardo_gutierrez@speedy.com.ar;
2709;MODELO SAN M. DE LOS ANDES;AVELLANEDA 3654;MT;4482-0026;LOMAS DEL MIRADOR;1754;PRIVADO;BUENOS AIRES;LA MATANZA;GBA OESTE;insanmartindelosandes@yahoo.com;
2710;MODELO SANTA CATALINA;DARRAGUEIRA ESQ 12;T;;LA SIRENA;1888;PRIVADO;BUENOS AIRES;FLORENCIO VARELA;GBA SUR;;
2711;MODERNO DE EDUC. INTEGRAL;CASTRO BARROS .223;MT;0220-20981;SAN ANTONIO DE PADUA;1718;PRIVADO;BUENOS AIRES;MERLO;GBA OESTE;;
2712;NACIONES UNIDAS;CONSEJAL TRIBULATO 477;M;6643508;SAN MIGUEL;1663;PRIVADO;BUENOS AIRES;SAN MIGUEL;GBA OESTE;;
2713;NICOLAS AVELLANEDA;DIRECTORIO 355;MT;020-822218;SAN ANTONIO DE PADUA;1718;PRIVADO;BUENOS AIRES;MERLO;GBA OESTE;;
2714;NIÑO JESUS;AV.CARBONE NRO.3862;M;4757-0036;SANTOS LUGARES;1676;PRIVADO;BUENOS AIRES;TRES DE FEBRERO;GBA OESTE;administracionnjesus@millicom.com.ar;
2715;NUESTRA SEÑORA DE FATIMA;TRIUNVIRATO 1745;MT;280-3385;QUILMES OESTE;1879;PRIVADO;BUENOS AIRES;QUILMES;GBA SUR;;
2716;NUESTRA SEÑORA DE LA MERCED;NTRA SRA DE LA MERCED 4624;T;4750-0627;CASEROS;1678;PRIVADO;BUENOS AIRES;TRES DE FEBRERO;GBA OESTE;comerced@arnet.com.ar;
2717;NUESTRA SEÑORA DE LOURDES;PASO DE USPALLATA 1249;MT;032080119;GRAND BOURG;1615;PRIVADO;BUENOS AIRES;MALVINAS ARGENTINAS;GBA OESTE;;
2718;NUESTRA SEÑORA DE LOURDES;CONSTITUYENTE 1257;JC;4652-2241;VILLA MADERO;1768;PRIVADO;BUENOS AIRES;LA MATANZA;GBA OESTE;;
2719;NUESTRA SEÑORA DE LOURDES;GUIDO SPANO 1062;MT;241-9257;LANUS OESTE;1824;PRIVADO;BUENOS AIRES;LANUS;GBA SUR;;
2720;NUESTRA SEÑORA DE LOURDES N 431;JULIAN BALBIN 4574;M;621-0922;VILLA UDAONDO;1713;PRIVADO;BUENOS AIRES;ITUZAINGO;GBA OESTE;elourdes@rcc.com.ar;
2721;NUESTRA SEÑORA DEL CARMEN;NUESTRA SEÑORA DEL CARMEN 2366;M;4757-7658;SAENZ PEÑA;1674;PRIVADO;BUENOS AIRES;TRES DE FEBRERO;GBA OESTE;coledelcarmen@hotmail.com;
2722;NTRA. SRA. DEL LIBANO;CALLE 10 ESQ.95  S\N;M;4755-6300;VILLA LYNCH;1672;PRIVADO;BUENOS AIRES;GENERAL SAN MARTIN;GBA OESTE;;
2723;NUEVA ERA;GUEMES 1750;M;665-0240;HURLINGHAM;1686;PRIVADO;BUENOS AIRES;HURLINGHAM;GBA OESTE;;
2724;SANTA MARIA;MITRE 509;MT;;GOBERNADOR CASTRO;2946;PRIVADO;BUENOS AIRES;SAN PEDRO;INTERIOR DE BS AS;;
2725;ESC. 12 JUAN DAMASO CAMELINO;CAMELINO S/N;;03329-498116;RIO TALA;;OFICIAL;BUENOS AIRES;SAN PEDRO;INTERIOR DE BS AS;;
2726;ESC. 09;SARMIENTO E YRIGOYEN;;03329-495070;LA VIOLETA;;OFICIAL;BUENOS AIRES;SAN PEDRO;INTERIOR DE BS AS;;
2727;PABLO PICASSO;AV. CASEROS  Y ORTEGA;M;252-6906;WILDE;1875;PRIVADO;BUENOS AIRES;AVELLANEDA;GBA SUR;;
2728;PABLO VI;ALVEAR 3168;M;4441-3536;LOMAS DEL MIRADOR;1752;PRIVADO;BUENOS AIRES;LA MATANZA;GBA OESTE;pablovi@speedy.com.ar;
2729;PARROQUIAL DE LA SAGRADA FAMILIA;JOSE MANUEL ESTRADA 226;MT;4650-4560;HAEDO;1706;PRIVADO;BUENOS AIRES;MORON;GBA OESTE;osavflia@advancedsl.com.ar;
2730;PARROQ. NTRA. SRA.DE LOURDES;CONSTITUYENTES 530;MT;0220-98301;MARIANO ACOSTA;1723;PRIVADO;BUENOS AIRES;MERLO;GBA OESTE;;
2731;NUESTRA SEÑORA DEL PILAR;BELGRANO N 556 E YRIGOYEN;T;02322-429521;PILAR;1629;PRIVADO;BUENOS AIRES;PILAR;GBA NORTE;parroquial@datamarket.com.ar;
2732;PEDRO B. PALACIOS;VICTOR MARTINEZ 1946;MT;;GREGORIO DE LA FERRERE;1757;PRIVADO;BUENOS AIRES;LA MATANZA;GBA OESTE;;
2733;PEDRO POVEDA;HIPOLITO YRIGOYEN 751;M;4796-2279/7838;VICENTE LOPEZ;1638;PRIVADO;BUENOS AIRES;VICENTE LOPEZ;GBA NORTE;informes@poveda.edu.ar;
2734;PIO XII;JOSE HERNANDEZ;T;4751-0772;VILLA BOSCH;1682;PRIVADO;BUENOS AIRES;TRES DE FEBRERO;GBA OESTE;;
2735;PIZZURNO DE ENSEÑANZA INTEGRAL;WARNES 3166;M;4208-9109/4228-6909;VILLA DIAMANTE;1824;PRIVADO;BUENOS AIRES;LANUS;GBA SUR;;
2736;PRECIOSISIMA SANGRE;ECHEVERRIA 6245;MT;4751-4315/628;VILLA BOSCH;1682;PRIVADO;BUENOS AIRES;TRES DE FEBRERO;GBA OESTE;;Oct2011: Ver a Ana Scubin Bib. Ya se le pueden llevar los libros a traves de bibloitecaria. Los docentes generalmente no cambian.
2737;AYELEN;CHILE 871;M;4726-0029;LOS TRONCOS DEL TALAR;1618;PRIVADO;BUENOS AIRES;TIGRE;GBA NORTE;instayelen@hotmail.com;
2738;ESC. 27 CORONEL FELIX BOGADO;LAPRIDA 2490;;03329-421258;SAN PEDRO;2930;OFICIAL;BUENOS AIRES;SAN PEDRO;INTERIOR DE BS AS;;
2739;ESC. 18 MARIANO MORENO;SARMIENTO S/N;;03329-420752;ALSINA;;OFICIAL;BUENOS AIRES;SAN PEDRO;INTERIOR DE BS AS;;
2740;PRIVADO AMERICA LATINA;CRISTIANIA 3133;MT;4694-9922/9161;ISIDRO CASANOVA;1765;PRIVADO;BUENOS AIRES;LA MATANZA;GBA OESTE;;
2742;PRIVADO DE BERNAL;26 DE JULIO 15;M;;BERNAL;1876;PRIVADO;BUENOS AIRES;QUILMES;GBA SUR;;
2743;PRIVADO DE MERLO;DEAN FUNES 2225;MT;;LOMA FLORIDA;1722;PRIVADO;BUENOS AIRES;MERLO;GBA OESTE;;
2744;PRIVADO FRANCISCO DE ASIS;TRES SARGENTOS 551;MT;;MARIANO ACOSTA;1723;PRIVADO;BUENOS AIRES;MERLO;GBA OESTE;ifa@amc.com.ar;
2745;MI CASA;FRAY MAMERTO ESQUIU 1555;M;2401324;LANUS;1824;PRIVADO;BUENOS AIRES;LANUS;GBA SUR;;
2746;PRIVADO JOSE DE SAN MARTIN;QUERANDIES Y RUTA 3 KM 42;T;02202-494716/497888;VIRREY DEL PINO;1763;PRIVADO;BUENOS AIRES;LA MATANZA;GBA OESTE;;
2747;PRIVADO JUAN B. ALBERDI;GOB.INOCENCIO ARIAS 3550;MT;6241167;CASTELAR;1712;PRIVADO;BUENOS AIRES;MORON;GBA OESTE;alberdi@vaneduc.edu.ar;
2748;PRIVADO LOMAS DE MARILO;ANDALUCIA 2424;MT;037-815500;LOMAS DE MARILO;1663;PRIVADO;BUENOS AIRES;MORENO;GBA OESTE;;
2749;PRIVADO SAN ANTONIO;FRAY MAMERTO ESQUIU 184;M;7362712;GENERAL PACHECO;1617;PRIVADO;BUENOS AIRES;TIGRE;GBA NORTE;ipsanantonio@hotmail.com;
2750;PRIVADO SANTA DOMENICA;RISSO PATRON 5893;T;4457-6133;GREGORIO DE LA FERRERE;1757;PRIVADO;BUENOS AIRES;LA MATANZA;GBA OESTE;;
2751;PRIVADO VIRREY DEL PINO;EL DORADO 940;MT;02202-493693;VIRREY DEL PINO;1763;PRIVADO;BUENOS AIRES;LA MATANZA;GBA OESTE;;
2752;NTRA. SRA. DE LUJAN;GRITO DE ALCORTA 3479;MT;669-4612;MORON;1708;PRIVADO;BUENOS AIRES;MORON;GBA OESTE;instvgamba@sinectis.com.ar;
2753;PUERTO ARGENTINO;PUERTO ARGENTINO Y DR.ROSSI NRO.4640;MT;02202-420977;GONZALEZ CATAN;1759;PRIVADO;BUENOS AIRES;LA MATANZA;GBA OESTE;;
2754;REPUBLICA ARGENTINA;25 DE MAYO 250;M;4252-2734;BERNAL;1876;PRIVADO;BUENOS AIRES;QUILMES;GBA SUR;;
2755;REPUBLICA ARGENTINA;ITALIA 2451;M;4798-7713;MARTINEZ;1640;PRIVADO;BUENOS AIRES;SAN ISIDRO;GBA NORTE;republicaargentina@ciudad.com.ar;
2757;RIOS DE VIDA;MARMOL 500;M;2530166;QUILMES;1878;PRIVADO;BUENOS AIRES;QUILMES;GBA SUR;;
2758;ESC. 11 JUAN JOSE CASTELLI;F. C. RODRIGUEZ 1402;;03329-425340;SAN PEDRO;2930;OFICIAL;BUENOS AIRES;SAN PEDRO;INTERIOR DE BS AS;;
2759;SAGRADA FAMILIA;AV. CALCHAQUI 1251;MT;4250-1523;QUILMES OESTE;1879;PRIVADO;BUENOS AIRES;QUILMES;GBA SUR;;
2760;SAN ALBERTO;AV. DERQUI 6154;MT;0320-50666;MORENO;1744;PRIVADO;BUENOS AIRES;MORENO;GBA OESTE;;
2761;SAN CARLOS;VERGARA 2182;T;450-5995;V.TESEI;1688;PRIVADO;BUENOS AIRES;HURLINGHAM;GBA OESTE;;
2762;SAN CARLOS BORROMEO;AMERICA 735;M;4659-3644;HAEDO;1706;PRIVADO;BUENOS AIRES;MORON;GBA OESTE;;
2763;SAN CAYETANO;OLAVARRIA Y JOSE PENNA;T;02320-474238;DEL VISO;1669;PRIVADO;BUENOS AIRES;PILAR;GBA NORTE;;
2764;SAN CAYETANO;ESTEBAN ECHEVERRIA 3726;M;037 34131;MORENO;1744;PRIVADO;BUENOS AIRES;MORENO;GBA OESTE;;
2765;SAN DIEGO;BRANDSEN 5871;MT;4206-5173/4227-6147;WILDE;1875;PRIVADO;BUENOS AIRES;AVELLANEDA;GBA SUR;;
2766;SAN EDUARDO;CHOPIN 339;MT;0320-37240;JOSE C. PAZ;1665;PRIVADO;BUENOS AIRES;JOSE C. PAZ;GBA OESTE;;
2767;SAN FERNANDO;RICCHIERI 1534;MT;665-0826;HURLINGHAM;1686;PRIVADO;BUENOS AIRES;HURLINGHAM;GBA OESTE;;
2768;SAN FRANCISCO;J. NEWBERY 539;M;4723-3207;LOMAS DE SAN ISIDRO;1642;PRIVADO;BUENOS AIRES;SAN ISIDRO;GBA NORTE;colegiosanfranciscoar@yahoo.com.ar;
2769;SAN FRANCISCO DE ASIS;3 Y 14;;;FRANCISCO ALVAREZ;1746;PRIVADO;BUENOS AIRES;MORENO;GBA OESTE;cgb@sanfasis.com;
2770;SAN FRANCISCO SOLANO;BACACAY 746;M;4624-4138;ITUZAINGO;1714;PRIVADO;BUENOS AIRES;ITUZAINGO;GBA OESTE;isfs@ciudad.com.ar;
2771;SAN FRANCISCO SOLANO;ESPINOSA N 4232;MT;4694-2482/46941017;ISIDRO CASANOVA;1765;PRIVADO;BUENOS AIRES;LA MATANZA;GBA OESTE;;
2772;ESC. 35 EMILIO CASTRO;CORDOBA S/N;;03329-493710;GOBERNADOR CASTRO;2946;OFICIAL;BUENOS AIRES;SAN PEDRO;INTERIOR DE BS AS;;
2773;SAN IGNACIO DE LOYOLA;SARMIENTO NRO 747;MT;03488-475915;GARIN;1619;PRIVADO;BUENOS AIRES;ESCOBAR;GBA NORTE;;
2774;SAN JORGE;BLAS PARERA Y LOS OLMOS;MT;;GOBERNADOR JULIO A.;1888;PRIVADO;BUENOS AIRES;FLORENCIO VARELA;GBA SUR;;
2775;SAN JORGE NORTE;RIVADAVIA 1300;M;4663-2494;LOS POLVORINES;1613;PRIVADO;BUENOS AIRES;MALVINAS ARGENTINAS;GBA OESTE;;
2776;SAN JOSE;25 DE MAYO NRO.356;MT;61375;SAN VICENTE;1865;PRIVADO;BUENOS AIRES;SAN VICENTE;GBA SUR;;
2777;SAN JOSE;PEDRO GUARESCHI 45;MT;749-0450;TIGRE;1648;PRIVADO;BUENOS AIRES;TIGRE;GBA NORTE;instsanjosetigre@hotmail.com;
2778;SAN JOSE;SAN MARTIN 319;M;629-0419;MORON;1708;PRIVADO;BUENOS AIRES;MORON;GBA OESTE;sanjose@maristamoron.org.ar;
2779;SAN JOSE DE CALASANZ;J.AZURDUY 201;MT;4459-1360;V.TESEI;1686;PRIVADO;BUENOS AIRES;HURLINGHAM;GBA OESTE;;
2780;SAN JOSE HOGAR;PERON 734;MT;4451-7937;MUÑIZ;1663;PRIVADO;BUENOS AIRES;SAN MIGUEL;GBA OESTE;;
2781;SAN JUAN;DIRECTORIO Y P. DE LOS ANDES;MT;02320-494039;TORTUGUITAS;1631;PRIVADO;BUENOS AIRES;PILAR;GBA NORTE;;
2782;SAN JUAN BAUTISTA;CALLE 835 NRO.1789;T;;SAN FRANCISCO SOLANO;1881;PRIVADO;BUENOS AIRES;QUILMES;GBA SUR;;
2783;SAN JUAN BAUTISTA;AVDA.TTE.GRAL JUAN DOMINGO PERON N 2998;MT;2088234;VALENTIN ALSINA;1822;PRIVADO;BUENOS AIRES;LANUS;GBA SUR;;
2784;SAN JUAN BOSCO;PICHINCHA 2058;MT;4765-7628;VILLA ADELINA;1607;PRIVADO;BUENOS AIRES;SAN ISIDRO;GBA NORTE;sjbosco@kelver.com.ar;
2785;SAN LUCAS;AZCUENAGA 2340;T;4799-8421;OLIVOS;1636;PRIVADO;BUENOS AIRES;VICENTE LOPEZ;GBA NORTE;info@stlukes.com.ar;
2786;SAN LUCAS;PUEYRREDON 3963;T;048871092;GARIN;1619;PRIVADO;BUENOS AIRES;ESCOBAR;GBA NORTE;;
2787;SAN MIGUEL;MONSEÑOR ARNOLDO BLOIS 1628;MT;4664-2100;SAN MIGUEL;1663;PRIVADO;BUENOS AIRES;SAN MIGUEL;GBA OESTE;;
2788;SAN MIGUEL GARICOITS;S.M.GARICOITS 1818;MT;4758-2310;MARTIN CORONADO;1682;PRIVADO;BUENOS AIRES;TRES DE FEBRERO;GBA OESTE;ismg@sion.com;
2789;ESC. 10 JOSE MANUEL ESTRADA;ESTRADA S/N;;03329-429387;SAN PEDRO;2930;OFICIAL;BUENOS AIRES;SAN PEDRO;INTERIOR DE BS AS;;
2790;SAN PABLO;JUAN DE GARAY 950;M;4665-3309/4660;HURLINGHAM;1686;PRIVADO;BUENOS AIRES;HURLINGHAM;GBA OESTE;stpauls@stpauls.esc.edu.ar;
2791;SAN PATRICIO;ZEBALLOS 2315;MT;205-6110;AVELLANEDA;1870;PRIVADO;BUENOS AIRES;AVELLANEDA;GBA SUR;;
2792;SAN PEDRO PASCUAL / PADRE MARQUEZ;359 N 49;MT;258-8640;RANELAGH;1886;PRIVADO;BUENOS AIRES;BERAZATEGUI;GBA SUR;;Maria, secretaria.
2793;SAN RAMON;LAVALLE 1067;M;7496711;TIGRE;1648;PRIVADO;BUENOS AIRES;TIGRE;GBA NORTE;colegiosanramon@ciudad.com.ar;
2794;SANTA ANA;BVAR.BALLESTER 61 (Calle 57);M;768-0026;VILLA BALLESTER;1653;PRIVADO;BUENOS AIRES;GENERAL SAN MARTIN;GBA OESTE;isaub@millic.com.ar;
2795;SANTA ANA;COMODORO RIVADAVIA 1385;M;7450355;EL ZORZAL;1617;PRIVADO;BUENOS AIRES;TIGRE;GBA NORTE;santa-ana@cotelnet.com.ar;
2796;SANTA FAZ;MANUEL OCAMPO 1478;MT;4262-7547;LANUS OESTE;1824;PRIVADO;BUENOS AIRES;LANUS;GBA SUR;;
2797;SANTA HILDA;ISABEL LA CATOLICA 1710;M;452-6647;HURLINGHAM;1686;PRIVADO;BUENOS AIRES;HURLINGHAM;GBA OESTE;sthildas@sthildas.esc.edu.ar;
2798;SANTA ISABEL;DIEGO PALMA 251;M;4743-1453;SAN ISIDRO;1642;PRIVADO;BUENOS AIRES;SAN ISIDRO;GBA NORTE;s_isabel@fibertel.com.ar;
2799;SANTA MARIA DEL BUEN AIRE;CALLE 880 Nº 4543;MT;200-6106;VILLA LA FLORIDA;1881;PRIVADO;BUENOS AIRES;QUILMES;GBA SUR;;
2800;SANTA MARTA;AV.VERGARA Y SALAZAR;MT;450-8231;V.TESEI;1708;PRIVADO;BUENOS AIRES;HURLINGHAM;GBA OESTE;;
2801;ESC. 43 JUAN CRUZ GARAYCOCHEA;COLON Y CHIVILCOY;T;03329-426135;SAN PEDRO;2930;OFICIAL;BUENOS AIRES;SAN PEDRO;INTERIOR DE BS AS;;
2802;SANTA TERESITA;BONIFACINI 4079;M;4759-2291;SANTOS LUGARES;1676;PRIVADO;BUENOS AIRES;TRES DE FEBRERO;GBA OESTE;stateresita2003@hotmail.com;
2803;SANTO DOMINGO;ALVAREZ JONTE 37;M;658-0136;RAMOS MEJIA;1704;PRIVADO;BUENOS AIRES;LA MATANZA;GBA OESTE;stodomingo@stodomingo.com.ar;
2804;SANTO DOMINGO;PEDRO ELUSTONDO NRO.4949;M;4200-6888;QUILMES OESTE;1879;PRIVADO;BUENOS AIRES;QUILMES;GBA SUR;;
2805;SANTO TOMAS;MAGDALENA 931 Y BOGOTA;MT;2595705;FLORENCIO VARELA;1888;PRIVADO;BUENOS AIRES;FLORENCIO VARELA;GBA SUR;;
2806;SEMINARIO FRANCISCANO;BELISARIO ROLDAN Y GAONA;T;037-21166;LA REJA;1744;PRIVADO;BUENOS AIRES;MORENO;GBA OESTE;;
2807;SOL NACIENTE;HUEMUL 6742;T;02202-464540;GONZALEZ CATAN;1759;PRIVADO;BUENOS AIRES;LA MATANZA;GBA OESTE;;
2809;STELLA MARIS;JUNCAL 1762;M;241-2263;LANUS ESTE;1824;PRIVADO;BUENOS AIRES;LANUS;GBA SUR;;
2810;STELLA MARIS;PTE.PERON 1962;T;037-620356;MORENO;1744;PRIVADO;BUENOS AIRES;MORENO;GBA OESTE;;
2811;SUDAMERICANO;MILLER Y SAN BENITO;MT;;LIBERTAD;1716;PRIVADO;BUENOS AIRES;MERLO;GBA OESTE;;
2812;TIBERIO BOTTO;LETTIERI 625;MT;;PASO DEL REY;1742;PRIVADO;BUENOS AIRES;MORENO;GBA OESTE;;
2813;TOMAS ALVA EDISON;13 E\136 Y 137 N.3629;M;;BERAZATEGUI;1884;PRIVADO;BUENOS AIRES;BERAZATEGUI;GBA SUR;;
2814;VERBO DIVINO;RUTA 25 Y PANAMERICANA;M;02320-428760 / 428820;PILAR;1629;PRIVADO;BUENOS AIRES;PILAR;GBA NORTE;verbodivino@datamarkets.com.ar;
2815;VICTORIA OCAMPO;BELGRANO 4200;MT;227-7115;VILLA DOMINICO;1874;PRIVADO;BUENOS AIRES;AVELLANEDA;GBA SUR;;
2816;ESC. 21 ESPAÑA;PARAJE COLEGIALES S/N;T;;SAN PEDRO;2930;OFICIAL;BUENOS AIRES;SAN PEDRO;INTERIOR DE BS AS;;
2817;WILLIAM MORRIS;RAUCH 1646;T;4629-1543;CASTELAR;1712;PRIVADO;BUENOS AIRES;MORON;GBA OESTE;;
2818;WINTER GARDEN;DON ORIONE 1018;M;744-6511;VICTORIA;1644;PRIVADO;BUENOS AIRES;SAN FERNANDO;GBA NORTE;carlosibarra297@hotmail.com;
2819;YAPEYU;BOULEVARD DE MAYO 4729;M;0225-22176;ALEJANDRO KORN;1865;PRIVADO;BUENOS AIRES;SAN VICENTE;GBA SUR;;
2820;CDTE. LUIS PIEDRABUENA;PUEYRREDON 546;M;0220-852500;SAN ANTONIO DE PADUA;1718;PRIVADO;BUENOS AIRES;MERLO;GBA OESTE;;
2821;GRAL.SAN MARTIN;BELIERA 130;M;03488-15456355;MAQUINISTA F. SAVIO;1620;PRIVADO;BUENOS AIRES;ESCOBAR;GBA NORTE;;
2822;INST.JUANA DE IBARBOUROU;AV.ROJO 4415 (RUTA PROV. 21);MT;4626-1051;GREGORIO DE LA FERRERE;1757;PRIVADO;BUENOS AIRES;LA MATANZA;GBA OESTE;;
2823;SAN CAYETANO;CENTENARIO 99 BOWEN;M;02625-480078;GENERAL ALVEAR;5634;OFICIAL;MENDOZA;GENERAL ALVEAR;RESTO MENDOZA;;
2824;NUESTRA SEÑORA DE LOS MILAGROS;CANGALLO 5733 E/ DALTON Y EIFFEL;M;463-2306;PABLO NOGUES;1613;PRIVADO;BUENOS AIRES;MALVINAS ARGENTINAS;GBA OESTE;;
2825;INST FEDERICO LELOIR;MADRID 3626 E/ 14 DE JULIO Y MIRO;MT;4692-0027;CASTELAR;1712;PRIVADO;BUENOS AIRES;MORON;GBA OESTE;ileloir@sinectis.com.ar;
2826;INST.STA CLARA DE ASIS;SALADO 65;M;4694-2226;ISIDRO CASANOVA;1765;PRIVADO;BUENOS AIRES;LA MATANZA;GBA OESTE;;
2827;WILLIAM C. MORRIS;ESPAÑA 336;MT;;FLORENCIO VARELA;1888;PRIVADO;BUENOS AIRES;FLORENCIO VARELA;GBA SUR;;
2828;ESC. 01;CALLE 109 ENRTE 22 Y 24;T;;NAVARRO;6605;OFICIAL;BUENOS AIRES;NAVARRO;INTERIOR DE BS AS;;
2829;J. DE NAZARETH;JULIAN ALVAREZ 2493;M;;MORENO;1744;PRIVADO;BUENOS AIRES;MORENO;GBA OESTE;;
2830;J. MANUEL ESTRADA;AMEGHINO 1533;MT;256-2959;BERAZATEGUI;1884;PRIVADO;BUENOS AIRES;BERAZATEGUI;GBA SUR;;
2832;JARDIN 901;CALLE 105 N° 20;;02272-43102/430319;NAVARRO;6605;OFICIAL;BUENOS AIRES;NAVARRO;INTERIOR DE BS AS;;
2833;JARDIN 905;CALLE 13 ENTRE 40 BIS Y 42;;02272-430069;NAVARRO;6605;OFICIAL;BUENOS AIRES;NAVARRO;INTERIOR DE BS AS;;
2834;JEAN PIAGET;CABILDO NRO.961;M;;VILLA DE MAYO;1614;PRIVADO;BUENOS AIRES;MALVINAS ARGENTINAS;GBA OESTE;;
2835;JEAN PIAGET;BERUTTI 1355;MT;2804061;QUILMES;1878;PRIVADO;BUENOS AIRES;QUILMES;GBA SUR;;
2836;JESUS OBRERO;VENECIA 951;MT;020-840264;Bº ARGENTINO;1722;PRIVADO;BUENOS AIRES;MERLO;GBA OESTE;;
2837;ESC. 47 JOSE HERNANDEZ;SAN PABLO 1791;MT;;FLORENCIO VARELA;1888;OFICIAL;BUENOS AIRES;FLORENCIO VARELA;GBA SUR;;
2838;JOSE JUAN BIEDMA;COCHABAMBA 1130;T;4759-0219;VILLA BOSCH;1682;PRIVADO;BUENOS AIRES;TRES DE FEBRERO;GBA OESTE;;
2839;JOSE LEON LARRE;LARRE E/ PTO ARGENTINO Y CASTAÑARES;MT;020222150;GONZALEZ CATAN;1759;PRIVADO;BUENOS AIRES;LA MATANZA;GBA OESTE;;
2840;JOSE M. ESTRADA;PIÑEIRO 441;MT;249-4709;LANUS OESTE;1824;PRIVADO;BUENOS AIRES;LANUS;GBA SUR;;
2841;JOSE MANUEL ESTRADA;ZAPIOLA 1420;MT;020-941330;LIBERTAD;1716;PRIVADO;BUENOS AIRES;MERLO;GBA OESTE;;
2842;JOSE MARMOL;B. DE CHACABUCO 348;MT;032080351;PABLO NOGUES;1613;PRIVADO;BUENOS AIRES;MALVINAS ARGENTINAS;GBA OESTE;;
2843;JUAN DE GARAY;CRISTIANIA 1569;MT;4625-4538;RAFAEL CASTILLO;1755;PRIVADO;BUENOS AIRES;LA MATANZA;GBA OESTE;;
2844;JUAN MARTIN DE PUEYRREDON;BELGRANO 3747;M;4738-0809;VILLA BONICH;1650;PRIVADO;BUENOS AIRES;GENERAL SAN MARTIN;GBA OESTE;;
2846;JUAN SALVADOR GAVIOTA;JOSE C PAZ E/SARMIENTO Y EL MAESTRO 4325;MT;15-408-0438;JOSE C. PAZ;1665;PRIVADO;BUENOS AIRES;JOSE C. PAZ;GBA OESTE;;
2847;NORMAL SUPERIOR TORIBIO DE LUZURIAGA;CALLE 9 DE JULIO Y LUZURIAGA;MT;02622-422604;TUNUYAN;5560;OFICIAL;MENDOZA;TUNUYAN;RESTO MENDOZA;;
2848;LA ASUNCION;BURELA 1111;M;249-7618;GERLI;1824;PRIVADO;BUENOS AIRES;LANUS;GBA SUR;;
2849;MANUEL OJEDA;MELCHOR VILLANUEVA S/N. EL TOTORAL;M;4981135;TUNUYAN;5560;OFICIAL;MENDOZA;TUNUYAN;RESTO MENDOZA;;
2850;MAESTRO DERANI;LA ARGENTINA 851;MT;02622-424607;TUNUYAN;5560;OFICIAL;MENDOZA;TUNUYAN;RESTO MENDOZA;;
2851;LA CASA DEL SOL;CHILE 1265;M;4757-0305;VILLA RAFFO;1674;PRIVADO;BUENOS AIRES;TRES DE FEBRERO;GBA OESTE;lanuevavision@yahoo.com.ar;
2852;LA CONCEPCION;ARROYO ABRA VIEJA;;;ISLAS;1648;PRIVADO;BUENOS AIRES;TIGRE;GBA NORTE;monicaceruti@hotmail.com;
2853;LA INDEPENDENCIA ARGENTINA;JEAN JAURES 5776;MT;4625-2002;ISIDRO CASANOVA;1765;PRIVADO;BUENOS AIRES;LA MATANZA;GBA OESTE;colegiohestudiantil@ciudad.com.ar;
2854;JOSE HERNANDEZ;JUAN B. JUSTO Y ALEM;MT;02622-422067;TUNUYAN;5560;OFICIAL;MENDOZA;TUNUYAN;RESTO MENDOZA;;
2855;LA SAGRADA FAMILIA;CALLE 133 NRO.4247;MT;4769-4006;BILLINGHURST;1650;PRIVADO;BUENOS AIRES;GENERAL SAN MARTIN;GBA OESTE;;
2856;LA SAGRADA FAMILIA;JUAN C.BARONI 1761;MT;6630115;LOS POLVORINES;1613;PRIVADO;BUENOS AIRES;MALVINAS ARGENTINAS;GBA OESTE;;
2857;VICENTE LOPEZ Y PLANES;DALMAU 48;MT;02622-422517;TUNUYAN;5560;OFICIAL;MENDOZA;TUNUYAN;RESTO MENDOZA;;
2858;LAS MARIAS;RIO COLORADO 1962;M;6666921;BELLA VISTA;1661;PRIVADO;BUENOS AIRES;SAN MIGUEL;GBA OESTE;;
2859;LEONARDO DA VINCI;144 185 E\18 Y 19;MT;256-4271;BERAZATEGUI;1884;PRIVADO;BUENOS AIRES;BERAZATEGUI;GBA SUR;;
2860;LEONARDO DA VINCI;B.IRIGOYEN 696;MT;4737-5313;BOULOGNE;1609;PRIVADO;BUENOS AIRES;SAN ISIDRO;GBA NORTE;davinci@vaneduc.edu.ar;
2861;LEOPOLDO LUGONES;GANDOLFO 3120;MT;725-2120;VIRREYES;1646;PRIVADO;BUENOS AIRES;SAN FERNANDO;GBA NORTE;;
2863;"LICEO MILITAR ""GRAL. SAN MARTIN""";SAN LORENZO 1100;M;4768-1399;SAN MARTIN;1650;PRIVADO;BUENOS AIRES;GENERAL SAN MARTIN;GBA OESTE;;
2864;LINCOLN;A FERREYRA 4070;M;4794-9400;LA LUCILA;1636;PRIVADO;BUENOS AIRES;VICENTE LOPEZ;GBA NORTE;admissions@lincoln.edu.ar;
